Text,Parsed
PFE break out.. Pay attention to rising wedge.  ,"[['PFE', 'ORG']]"
BID -puts were active yesterday going out to Jan  ,"[['BID', 'ORG'], ['yesterday', 'DATE'], ['Jan', 'DATE']]"
AAP 458 PM good start for the bear :),"[['AAP', 'ORG'], ['458 PM', 'PRODUCT']]"
FAN worse and worse in premarket trading even if it's on low volume,"[['FAN', 'ORG']]"
MNK long above 3.50,"[['MNK', 'ORG'], ['3.50', 'CARDINAL']]"
ooks like Cliffs is falling off a cliff right now. Geronimo!!!! CF,"[['ooks', 'PERSON'], ['Cliffs', 'ORG'], ['Geronimo', 'PERSON']]"
MSFT - The news of the new Microsoft Windows Blue  ,"[['Microsoft', 'ORG'], ['Windows Blue', 'PRODUCT']]"
GID like it over the high,"[['GID', 'ORG']]"
AN is at least gonna sink to 7.60.,"[['7.60', 'CARDINAL']]"
A close above 197 on NFX and it gets into the next orbit that can take it to around 225 eventually.,"[['197', 'CARDINAL'], ['NFX', 'ORG'], ['around 225', 'CARDINAL']]"
"if AAP runs up before earnings it will drop on disapointment or even a small miss, if we stay below 490 it will POP","[['AAP', 'ORG'], ['490', 'CARDINAL']]"
"GEVO nice start on ok volume, looking for entry","[['GEVO', 'ORG']]"
"GID working, 46.50 1st tgt","[['GID', 'ORG'], ['46.50 1st', 'DATE']]"
Short CF and MMM,[]
"OAS, perfect opportunity to the buy the dip on this name. NG higher","[['OAS', 'ORG'], ['NG', 'ORG']]"
"BBY trying some short here, high of day stop","[['BBY', 'ORG'], ['day', 'DATE']]"
"GID reached my 1st tgt, 46.75 nxt","[['GID', 'ORG'], ['1st', 'ORDINAL'], ['46.75', 'CARDINAL'], ['nxt', 'ORG']]"
"OAS wants to climb, this dip is a gift","[['OAS', 'ORG']]"
"CHTP nice bounce off 2, looking for followthrough here","[['CHTP', 'ORG'], ['2', 'CARDINAL'], ['followthrough', 'PERSON']]"
"GID still acting well, 46.20 stop on rest","[['GID', 'ORG'], ['46.20', 'CARDINAL']]"
AAP below 557 has led to downside follow thru. i have 452 as my 1st support,"[['AAP', 'ORG'], ['557', 'CARDINAL'], ['452', 'CARDINAL'], ['1st', 'ORDINAL']]"
"FIO barely red, this stock due for one of it's famous rips higher, keep an eye, I bought some yesterday","[['FIO', 'ORG'], ['one', 'CARDINAL'], ['some yesterday', 'DATE']]"
i'm amazed that ms is holding up in this tape.  thought for sure once it hit below 22 this morning it would tank.  wrong again.,"[['22', 'CARDINAL']]"
DV time to move South. More picks at   ,"[['South', 'LOC']]"
emember: ASTM need to raise money soon. At this point things are getting difficult. everse Split here too?,"[['emember', 'WORK_OF_ART']]"
"GID taking more off on this pop here, just dont like the volume, leaving last piece for a move to 47ish","[['GID', 'ORG'], ['47ish', 'CARDINAL']]"
Failing on a 30-minute AAP #Apple NDX QQQ fake-out on daily  ,"[['30-minute', 'TIME'], ['AAP', 'ORG'], ['Apple', 'ORG'], ['NDX', 'ORG'], ['daily', 'DATE']]"
"GOOG short, 804.20 stop on rest","[['GOOG', 'ORG'], ['804.20', 'CARDINAL']]"
SCHW - this 17.20 level is a 50% pullback from Feb. low - we added a pretty decent chunk here - looks scary - buy fear,"[['17.20', 'CARDINAL'], ['50%', 'PERCENT'], ['Feb.', 'DATE']]"
"MNKD flagging nicely, like it over 3.39","[['MNKD', 'ORG'], ['3.39', 'CARDINAL']]"
GOOG tightening stop on rest - 803.2,"[['803.2', 'CARDINAL']]"
"GEVO 1st tgt 2.30, 220 stop","[['GEVO', 'ORG'], ['2.30', 'CARDINAL'], ['220', 'CARDINAL']]"
"ES_F ule of thumb is that former momo names need 3 years to reset from top to the next bottom, former popped junk like NFX best short","[['3 years', 'DATE'], ['NFX', 'ORG']]"
AMK a nice short below 3.99  ,"[['AMK', 'ORG'], ['3.99', 'CARDINAL']]"
JCOM - new all-time highs after consolidating its earnings gap for a month or so  ,"[['a month or so', 'DATE']]"
KS looks ugly to me. A close below 106 and its headed below 100.,"[['KS', 'GPE'], ['106', 'CARDINAL'], ['100', 'CARDINAL']]"
"MNX  Bullish pattern, confirming: (break out mode) Also like here:  NAN SCA GDOT VMW PAY  ","[['MNX', 'ORG'], ['NAN SCA GDOT', 'ORG'], ['VMW', 'ORG']]"
AAP 10 SMA about cross above 50 SMA; hasn't been above since October.  ,"[['AAP', 'ORG'], ['10', 'CARDINAL'], ['50', 'CARDINAL'], ['SMA', 'ORG'], ['October', 'DATE']]"
"EPS 1st tgt 7.45-50 if it can bounce here, possible extension to 8 later","[['7.45-50', 'CARDINAL'], ['8', 'CARDINAL']]"
JCC long overnight 1.78 -1.80,"[['JCC long overnight 1.78 -1.80', 'TIME']]"
"The pattern in DNDN reminds of HGSI, everyone threw in the towel & then they received a nice takeover bid with huge premium out of nowhere","[['DNDN', 'PERSON'], ['HGSI', 'GPE'], ['the towel &', 'ORG']]"
"FIO, someone needs to dig up the Wizard of Woz & put him on CNBC again. He always gets the stock running. Bought stock yesterday","[['FIO', 'GPE'], ['the Wizard of Woz &', 'ORG'], ['CNBC', 'ORG'], ['yesterday', 'DATE']]"
"EPS hit my 1st tgt, 7.65-70 next","[['EPS', 'ORG'], ['1st', 'ORDINAL'], ['7.65', 'CARDINAL']]"
SHOT AO  38.99,"[['SHOT AO', 'ORG'], ['38.99', 'CARDINAL']]"
"C should pop of this level, stop under lows if wrong",[]
"EPS still think there is a better than 50% chance it tags 8, but moving stop on rest to 7.35","[['EPS', 'ORG'], ['better than 50%', 'PERCENT'], ['8', 'CARDINAL'], ['7.35', 'CARDINAL']]"
"NG NG_F finally taking off here, KWK XCO SD all these stocks are lagging the move in Natural Gas here, think these have a 10% up move","[['NG', 'ORG'], ['KWK XCO SD', 'PERSON'], ['Natural Gas', 'ORG'], ['10%', 'PERCENT']]"
"NG Increasing natural gas prices not exactly great for Cheniere, even if they are just a toll gate.  owers the arbitrage potential...","[['Cheniere', 'PERSON']]"
BAC WFC in the hole finally.,"[['BAC WFC', 'PRODUCT']]"
AAP this thing going for 450,"[['AAP', 'ORG'], ['450', 'CARDINAL']]"
MCP new 52-week low here.  eminds me of coal stocks ACI AN CF WT BT JCC,"[['MCP', 'ORG'], ['52-week', 'DATE'], ['ACI AN', 'ORG'], ['CF WT BT', 'ORG']]"
"GOOG 801ish 1st tgt, 803.20 stop","[['803.20', 'CARDINAL']]"
GTAT - breakout entry above 3.03  ,"[['GTAT', 'ORG'], ['3.03', 'CARDINAL']]"
HG is hovering near all-time highs  ,"[['HG', 'ORG']]"
NFX weekly 190 puts in play,"[['NFX', 'ORG'], ['190', 'CARDINAL']]"
Darn it we missed BSFT short.,[]
EPS made a quick 10 min trade 7.52-7.73.  looks like might of jumped out too early might pass 8.00,"[['EPS', 'ORG'], ['10 min', 'TIME'], ['7.52-7.73', 'CARDINAL'], ['8.00', 'CARDINAL']]"
GS whoop that was it the 38.25 fib line.,"[['GS', 'ORG'], ['38.25', 'CARDINAL']]"
GNW expecting this consolidation flag to resolve soon:  ,[]
"CF Shifting on the 15 minute intraday, suspect to trade OWE - careful shorting lows, backs and fills. Disclosure: Short CF","[['CF Shifting', 'ORG'], ['the 15 minute', 'TIME'], ['intraday', 'DATE'], ['OWE', 'ORG']]"
M breakout gap held - 60 min. ong 1/2 position post EPS. Back in J calls w/ profit preEPS  ,"[['60 min', 'TIME'], ['ong', 'ORG'], ['1/2', 'CARDINAL'], ['EPS', 'ORG'], ['preEPS', 'ORG']]"
CF trying to bounce here 191.50ish 1st tgt,"[['CF', 'ORG'], ['191.50ish 1st', 'DATE']]"
CF taking some off here close to 19150,"[['CF', 'ORG'], ['19150', 'CARDINAL']]"
"AMZN long I have posted for days hits target today for nice 11+  gain, just sharing what it simple  ","[['AMZN', 'ORG'], ['days', 'DATE'], ['today', 'DATE']]"
"VTX ..working a flag just above downtrend line breakout, looks higher   ","[['VTX', 'PRODUCT']]"
AAP has made no attempt to fight this sell off,"[['AAP', 'ORG']]"
ONG CF here  18.30.,"[['ONG', 'ORG'], ['18.30', 'CARDINAL']]"
"CF still in a flag here, not sure how much mojo it has, but hoping for a move to 192 or so from here","[['CF', 'ORG'], ['192', 'CARDINAL']]"
"CF finally, looking for 141.80-90 next tgt","[['CF', 'ORG'], ['141.80', 'CARDINAL']]"
GEVO taking half off 2.29,"[['GEVO', 'ORG'], ['half', 'CARDINAL'], ['2.29', 'CARDINAL']]"
"GS I think the odds on play is probably for higher prices, in due time.  ","[['GS', 'ORG']]"
On a technical basis NVDA is ready to break its 200SMA. Some technicals are turning up here.  ,"[['NVDA', 'ORG'], ['200SMA', 'CARDINAL']]"
BAC Thursday will Close Around 12.50 IMO (Opex),"[['Thursday', 'DATE'], ['Around 12.50', 'CARDINAL'], ['Opex', 'ORG']]"
"HTZ great move to new highs out of that triangle, very strong  ","[['HTZ', 'PERSON']]"
"PKG three back to back strong days, good volume too, very nice move  ","[['PKG', 'ORG'], ['three', 'CARDINAL']]"
added to my AAP long,"[['AAP', 'ORG']]"
"TGT, searching for shorts, took a small put pos. for a quick trade, just to scratch that itch.  ","[['TGT', 'ORG']]"
HOS Out of the triangle!  from  ,"[['HOS Out', 'ORG']]"
"AMK broke untested support line of flag (can be adj), but holding prior retracement low (no pstn)  ","[['AMK', 'ORG']]"
HEK Cup and handle formation just dying to pop!,"[['HEK Cup', 'ORG']]"
When we drop expecting a 8-10% correction   SPX ES_F SPY QQQ IWM NDX AAP,"[['8-10%', 'PERCENT']]"
user: When we drop expecting a 8-10% correction   SPX ES_F SPY QQQ IWM NDX AAP,"[['8-10%', 'PERCENT']]"
"CX is a good short here at 87.30.  P/E too high, hitting upper trendline  ","[['CX', 'ORG'], ['87.30', 'CARDINAL']]"
otten aapl   spy,"[['otten aapl', 'ORG']]"
CO had this on the list for break of 7.00 and risk was too much so no buy man I missed a good one - low volume deterrent caused the miss,"[['7.00', 'CARDINAL'], ['one', 'CARDINAL']]"
JCP 38.24% short float,"[['JCP', 'ORG'], ['38.24%', 'PERCENT']]"
XONE beat the expectations tomorrow will be a 3D day DDD SSYS,"[['XONE', 'ORG'], ['tomorrow', 'DATE'], ['DDD SSYS', 'ORG']]"
ONG Setups: CF SPT DDD CZ AMI APA AXN ANIK CVT  ,"[['ONG Setups', 'ORG'], ['AXN', 'ORG'], ['ANIK', 'PRODUCT']]"
SHOT Setups: AAP GOOG BBY  ,"[['SHOT Setups', 'ORG']]"
"EXPE not looking too good after breaking the uptrend, watch your fib retracements on the way down  ",[]
"CEN just giving everybody more buying opp IMHO, magnet rip to 100 on deck  ","[['CEN', 'ORG'], ['opp IMHO', 'PERSON'], ['100', 'CARDINAL']]"
IBM cant wait for test of 205 then 200 it;s coming who u fooling,"[['IBM', 'ORG'], ['205', 'CARDINAL'], ['200 it;s coming', 'MONEY']]"
"ock star Direct TV DTV continues to power higher, now up 14.3% since March 11 in the long term portfolio!   ","[['DTV', 'ORG'], ['14.3%', 'PERCENT'], ['March 11', 'DATE']]"
Should I short PXD at the open for a BearishBuck?,"[['PXD', 'ORG'], ['BearishBuck', 'PRODUCT']]"
user Time and time again revenues slow down for hot stocks like lulu and they bend over to hide the real cause.,"[['Time', 'ORG'], ['lulu', 'GPE']]"
Thinking NAV short. osing money and borrowing more.,[]
CM insider sells 1M worth of stock every week  ,"[['1M', 'ORG'], ['every week', 'DATE']]"
"This been good to us since Feb DECK now waking up again, your on #DECK #DECKES  ","[['DECKES', 'ORG']]"
NKD looking distressed. Anticipating a gap down in the coming days. Closed off of it's today & up on declining up volume again.,"[['NKD', 'ORG'], ['the coming days', 'DATE'], ['today', 'DATE']]"
 thinking out loud. 50 mva sub 200 mva- done. Bottoming tails at 61.60 providing obvious stop. Catalyst higher? 29% short interest.,"[['50', 'CARDINAL'], ['mva', 'ORG'], ['200', 'CARDINAL'], ['Bottoming', 'PERSON'], ['61.60', 'CARDINAL'], ['29%', 'PERCENT']]"
of some of the most watched biotechs AMGN looks to have the most room to go higher. CEG VX AGN BIIB look very close to stall speed.,"[['AMGN', 'ORG'], ['CEG VX', 'PERSON']]"
COST looking to go higher.,[]
MWIV looking to go higher.,"[['MWIV', 'PERSON']]"
oh GID poised to go higher. almost forgot this one.,"[['GID', 'ORG']]"
Watching these a little more closely (again) after today's action:  BID DECK COST Others:  MNX VMW NAN TXH  ,"[['today', 'DATE'], ['MNX VMW NAN', 'ORG'], ['TXH', 'ORG']]"
"no position for me, my boss took his 1st in position in a long time (short BBY) so maybe contrarian thesis here i am short GME tomorrow","[['BBY', 'ORG'], ['GME', 'ORG'], ['tomorrow', 'DATE']]"
Could this false breakout on BAC take us down to 11 ?   ,"[['11', 'CARDINAL']]"
NVDA has started to bounce & broke out from a falling wedge closing above resistance 12.6 level  ,"[['NVDA', 'ORG'], ['12.6', 'CARDINAL']]"
TSO Keep this small Cup with Handle on your watch list. Breakout watch over 60 on volume.  ,"[['TSO', 'ORG'], ['Cup with Handle', 'WORK_OF_ART'], ['60', 'CARDINAL']]"
ADM Volume is picking up again. Next buy when clears 33.13 on volume.  ,"[['ADM', 'ORG'], ['33.13', 'CARDINAL']]"
GPN Stock price finally broke out one of the most important resistances in the short term at 6.17   ,"[['GPN Stock', 'ORG'], ['6.17', 'CARDINAL']]"
"user benrab no position ever, no payment ever, just trying to explain the fraud that is likely zagg. Deny it at you're own risk.","[['zagg', 'PERSON']]"
"Trying to finish a post on zagg that, if it doesn't move you to sell everything, proves you are in complete denial and/or over your head.","[['zagg', 'ORG']]"
MOS long  ,"[['MOS', 'ORG']]"
"OC long, todays ultra small range, inside & following yest hammer, has my attention...lets watch  ","[['OC', 'ORG']]"
"VITC long, higher lows with highs stuck at 20 & 50SMA zone, c if it clears & prints a .30 candle  ","[['VITC', 'ORG'], ['20', 'CARDINAL'], ['.30', 'PRODUCT']]"
"My SHOTS, various strats, AXDX CMCO DGIT D ECYT EPIQ GDD GMAN ICGE IDIX MXW OME PETS ECN SCMP SGI SIMO SNFCA","[['AXDX', 'ORG'], ['SCMP', 'ORG'], ['SGI', 'ORG']]"
"HZNP first step 3,5","[['HZNP', 'ORG'], ['first', 'ORDINAL'], ['3,5', 'CARDINAL']]"
o-Hi Setups: MNKD DVAX ANAD ATM AZK BEE DANG GEVO HN MTO PG PPC SVM SAT  ,"[['MNKD DVAX', 'PERSON'], ['SVM SAT', 'PRODUCT']]"
New ong entry - IBM Big Blue Flashes Green -  ,"[['New ong entry', 'ORG'], ['IBM Big Blue Flashes', 'PRODUCT']]"
GOOG will add to this short position when breaks 3/18 lows on volume (winning trade)  ,"[['GOOG', 'ORG'], ['3/18', 'CARDINAL']]"
It's fair to say trendfollowers who where short PX at the close yesterday will be having a very uncomfortable day today.,"[['PX', 'ORG'], ['yesterday', 'DATE'], ['today', 'DATE']]"
Will short 300 shares of PXD at the open for a #BearishBuck.,"[['300', 'CARDINAL'], ['PXD', 'ORG'], ['BearishBuck', 'PRODUCT']]"
DN looking for a move over 10.60,"[['10.60', 'CARDINAL']]"
"Hit stops, out of AAP longs from yesterday. Falling knife??","[['AAP', 'ORG'], ['yesterday', 'DATE']]"
"AAP there it goes, peeling some here","[['AAP', 'ORG']]"
HAO like it on a pop over 6 w vol,"[['HAO', 'ORG'], ['6', 'CARDINAL']]"
"ZNGA Short Week, elease of eal Money Gaming in K on April 1st after expiration of FB Contract. Should be a nice gap up next week. 4.00","[['elease', 'ORG'], ['April 1st', 'DATE'], ['FB Contract', 'ORG'], ['next week', 'DATE'], ['4.00', 'CARDINAL']]"
PX taking some off here 15.95,"[['PX', 'ORG'], ['15.95', 'CARDINAL']]"
GOOG AAP short positions for days paying off nicely 30+ gians VIDEO   ,"[['GOOG AAP', 'ORG'], ['days', 'DATE'], ['30', 'CARDINAL']]"
DN trying to push through 10.60,"[['DN', 'ORG'], ['10.60', 'CARDINAL']]"
"SPW Still climbing after yesterday's gains.  I love buying panic, cheap shares.","[['SPW', 'ORG'], ['yesterday', 'DATE']]"
SGN time to book some profits. More selections at   ,"[['SGN', 'ORG']]"
AMK breaking below yest's lows & below prior infliction pt low. Illiquid stock  ,"[['AMK', 'PRODUCT']]"
"MTG.. got a little long yesterday, like the orderly pullback/consol. after the big rip,target 6  ","[['MTG', 'ORG'], ['yesterday', 'DATE'], ['6', 'CARDINAL']]"
"SWI good follow-through to yesterday's bounce from support, ideally would like volume on upside now  ","[['SWI', 'ORG'], ['yesterday', 'DATE']]"
EAT is hungry for all-time highs today.,"[['EAT', 'ORG'], ['today', 'DATE']]"
keep an eye on CAI.   we are long from 3.95 and it is setting up well for earnings on 4/2.,"[['CAI', 'ORG'], ['3.95', 'CARDINAL'], ['4/2', 'CARDINAL']]"
"HTZ another break to new highs with follow-thru, nothing bearish in any of these, follow the trend  ","[['HTZ', 'PERSON']]"
"S continues to work well, big breakout, retest, and follow-through, and all on good volume  ",[]
"DECK all on deck as the shorts scramble to cover - pop, pop boom!! uckly they don't wear ggs in Cyprus","[['DECK', 'ORG'], ['uckly', 'PERSON'], ['Cyprus', 'GPE']]"
HEK still waiting for the breakout above 4. 10ema is support down at 4.2.,"[['4', 'CARDINAL'], ['10ema', 'ORG'], ['4.2', 'CARDINAL']]"
SEV from yest post/entry out 100% +.20,"[['SEV', 'ORG'], ['100%', 'PERCENT']]"
JB IDTI lookn for a trade,"[['JB IDTI lookn', 'ORG']]"
good stuff for TSA here  ,"[['TSA', 'ORG']]"
OC XX also watchn for a long,[]
user: CEN nice orderly channel. setting up for higher prices IMO. volume confirmation of course.  ,"[['CEN', 'ORG']]"
CSOD  Expands Presence in Public Sector to Drive Continued Momentum  ,[]
OWEED STOP IN FCX to 33.12.,"[['OWEED STOP IN', 'ORG'], ['FCX', 'ORG'], ['33.12', 'CARDINAL']]"
TSO on the move. Breakout watch over 60 on volume.,"[['TSO', 'ORG'], ['60', 'CARDINAL']]"
VNG getting more 2.80 thats bottom,"[['VNG', 'ORG'], ['2.80', 'CARDINAL']]"
"GOOG puts worked today, and so did CEG calls    (V options +100% this week)","[['GOOG', 'ORG'], ['today', 'DATE'], ['CEG', 'PERSON'], ['+100%', 'PERCENT'], ['this week', 'DATE']]"
NN looking quite bearish at the moment.,[]
NG bearish action today looking like a top as nat gas jumps.,"[['NG', 'ORG'], ['today', 'DATE'], ['nat', 'ORG']]"
SCHW - we added more to the long today,"[['today', 'DATE']]"
"SGMO current 1st target is 10.03, and second is 10.32. Darn it.","[['1st', 'ORDINAL'], ['10.03', 'CARDINAL'], ['second', 'ORDINAL'], ['10.32', 'CARDINAL']]"
AIG in 38.50 w Put  target around 37.90,"[['AIG', 'ORG'], ['38.50', 'CARDINAL'], ['around 37.90', 'CARDINAL']]"
GOOG  ?Qu? esperas para caer de una vez?,"[['GOOG', 'ORG'], ['Qu', 'PERSON'], ['esperas para caer de una', 'PERSON']]"
"GOOG  Dont you see what is AAP doing? Fall Fall, damn it....","[['AAP', 'ORG'], ['Fall Fall', 'DATE']]"
AAP big time drop today on a day when market is up SPY,"[['AAP', 'ORG'], ['today', 'DATE'], ['a day', 'DATE']]"
"GOOG in the 795 puts for .55, AAP is Crashing!","[['GOOG', 'ORG'], ['795', 'CARDINAL'], ['.55', 'PRODUCT'], ['AAP', 'ORG']]"
GOOG Slipping!,[]
"GOOG  The leaders move first and then the index follow, and not the other way around...","[['GOOG', 'ORG'], ['first', 'ORDINAL']]"
GOOG New OD!,"[['GOOG New OD', 'ORG']]"
GOOG and AAP  they want out for April earnings?,"[['GOOG', 'ORG'], ['AAP', 'ORG'], ['April', 'DATE']]"
AAP Support at 442ish and then gap fill below.   ,[]
VVS pop with volume,[]
user: AAP trying to bottom soon.  It may take 1-2 wks with a target low of 430-440.  ,"[['AAP', 'ORG'], ['1', 'CARDINAL'], ['wks', 'ORG'], ['430', 'CARDINAL']]"
Watch APC under 88.,"[['Watch APC', 'ORG'], ['under 88', 'DATE']]"
APC weeeee,[]
"GOOG both FB and AAP down almost 2%, trap door coming for the GOOG!","[['FB', 'ORG'], ['AAP', 'ORG'], ['almost 2%', 'PERCENT'], ['GOOG', 'PRODUCT']]"
"DE putting in a bearish engulfing so far, probably needs to test the 200 day ma   ","[['DE', 'ORG'], ['200 day', 'DATE']]"
"user: GOOG next stop 750 area ?~~First has a date with the 50 SMA - EMA, if it goes below that then you?ll be right","[['750', 'CARDINAL'], ['50', 'CARDINAL'], ['SMA - EMA', 'ORG']]"
MA daily had red dot but will confirm it with cross of PWmo2 white.  ,"[['MA', 'ORG'], ['daily', 'DATE']]"
 we all know what happens to broken momo plays right?,[]
AAP trying short here,"[['AAP', 'ORG']]"
bought some SAAS on breakout with volume,[]
NVDA looks super coiled and nice,"[['NVDA', 'ORG']]"
VNG Just bought this on a whim at 2.83 this AM... Wow. What a pick. ZNGA same thing will happen... hold on longs.,"[['2.83', 'CARDINAL'], ['ZNGA', 'PERSON']]"
any news here? EBAY,"[['EBAY', 'ORG']]"
VNG was so nice so quick almost too quick but not fast enough nailed 3.10+ sells still holding some looks great -everyone will love it now,"[['VNG', 'ORG'], ['3.10+', 'MONEY']]"
"Green Weekly Triangle on JB,.....Scaling p on ong Position  ","[['Green Weekly Triangle', 'ORG'], ['ong Position', 'ORG']]"
"I will short CAT under 86.65., I also like CAM short.","[['CAT', 'ORG'], ['86.65', 'CARDINAL']]"
VNG took some offt table from 2.75 longs today at 3.20 - still holding big part overnight too,"[['VNG', 'ORG'], ['offt', 'PERSON'], ['2.75', 'CARDINAL'], ['today', 'DATE'], ['3.20', 'CARDINAL'], ['overnight', 'TIME']]"
APP on a tear. Great short-squeeze play.,[]
AAP please fasten yor seatbelts and enjoy the ride....,"[['AAP', 'ORG']]"
AAP... you're going to have a tradable bounce on the heels of this post-triangle breakdown.,[]
"sky rockets in flight, afternoon delight EBAY","[['afternoon', 'TIME'], ['EBAY', 'ORG']]"
"BBY It was interesting to hear on CNBC that there are big companies interested in this company, including Microsoft, Amazon,.. AMZN MSFT","[['BBY', 'ORG'], ['CNBC', 'ORG'], ['Microsoft', 'ORG'], ['Amazon', 'ORG'], ['AMZN', 'ORG']]"
"user I'm an analyst, after/while I analyze zagg, I know for a fact it is a dog with fleas. I know much more than you, trust me.","[['zagg', 'PERSON']]"
AFFY iftoff Short squeeze?,"[['AFFY', 'PERSON']]"
EBAY Management should be fired on that comment alone. What were you waiting for knuckleheads,"[['EBAY Management', 'ORG']]"
"AFFY 30 just two months ago, intrinsic value in the IP and 400M in back tax losses.","[['just two months ago', 'DATE'], ['IP', 'ORG']]"
DDD shows support at 30 good buy along with XONE PCP PB DASTY ONVO CIMT which mentioned yesterday was nice entry 3D imaging=Future,"[['DDD', 'ORG'], ['30', 'CARDINAL'], ['XONE', 'ORG'], ['yesterday', 'DATE']]"
AAP China intensifies attacks on Apple   ,"[['AAP', 'ORG'], ['China', 'GPE'], ['Apple', 'ORG']]"
"AFFY looking for a double like PX here, 75% shrs shorted just like PX.","[['AFFY', 'PERSON'], ['PX', 'ORG'], ['75%', 'PERCENT'], ['PX', 'ORG']]"
On the other hand u have AMZN who is takg the baseball bat approach to building the moat They have no fear doing that Invest Jeff Invest!,"[['AMZN', 'ORG'], ['Invest Jeff Invest', 'ORG']]"
ONVO I think we're all waiting for a little dip DDD was a nice entry yesterday OC Apr 20 call options a few days ago at 32 strike,"[['DDD', 'ORG'], ['yesterday', 'DATE'], ['Apr 20', 'DATE'], ['a few days ago', 'DATE'], ['32', 'CARDINAL']]"
Why are more people not talking about this China News??? Big Deal Imo! AAP China intensifies attacks on Apple  ,"[['this China News', 'ORG'], ['China', 'GPE'], ['Apple', 'ORG']]"
BBY Downgraded by GS... SE,"[['BBY Downgraded', 'ORG'], ['GS', 'ORG']]"
AEG and DECK if anyone can find shares. Good Shorts imo.,"[['AEG', 'ORG'], ['DECK', 'ORG']]"
AAP (daily) Three Black Crows and 50 (ema) teaming up**  ,"[['AAP', 'ORG'], ['daily', 'DATE'], ['Three', 'CARDINAL'], ['50', 'CARDINAL'], ['ema', 'ORG']]"
Milwaukee's CAT to lay off 300 employees in So. Mke branch  ,"[['Milwaukee', 'GPE'], ['CAT', 'ORG'], ['300', 'CARDINAL']]"
user: user: AAP (daily) Three Black Crows and 50 (ema) teaming up**  ,"[['AAP', 'ORG'], ['daily', 'DATE'], ['Three', 'CARDINAL'], ['50', 'CARDINAL'], ['ema', 'ORG']]"
AAP Full Stoch analysis yesterday   ,"[['AAP', 'ORG'], ['yesterday', 'DATE']]"
"S hmmm, I dunno, I think this has some upside, what do you think?  ",[]
"CXW this stock is so underowned and played, nice breakout setting up here  ","[['CXW', 'ORG']]"
AFFY un to DOBE continues,"[['AFFY un', 'PERSON'], ['DOBE', 'ORG']]"
Major game consoles now stream 6 month old games at heavily reduced price.There won't be any need for physical used games anymore. GME to 0,"[['6 month old', 'DATE'], ['GME', 'ORG'], ['0', 'CARDINAL']]"
VMI GOOG punch below bottom BB. both are ridiculously oversold imo.,"[['VMI GOOG', 'ORG'], ['BB', 'ORG']]"
BAC is like watching a plant grow ;-) But my DO.to position is up 2.75% today !!!   :),"[['BAC', 'ORG'], ['DO.to', 'PERSON'], ['2.75%', 'PERCENT'], ['today', 'DATE']]"
AAP China news will Catch Fire this weekend just watch!,"[['AAP China', 'ORG'], ['Catch Fire', 'ORG'], ['this weekend', 'DATE']]"
VNG going to more hod's this is great so long under 3.00 thanks for following,"[['VNG', 'ORG'], ['hod', 'ORG'], ['3.00', 'CARDINAL']]"
DECK just like magic.,"[['DECK', 'ORG']]"
BAC OPEX in Work !!! ,[]
oh APC....,[]
Full Analysis Blog Post from yesterday Watch That 50! (EMA) - AAP   ,"[['yesterday', 'DATE'], ['50', 'CARDINAL'], ['EMA', 'ORG']]"
VNG I bought at 2.78 then went to bathroom just like any normal day came back and at 3.27 - what a poop lol,"[['2.78', 'CARDINAL'], ['3.27', 'CARDINAL']]"
"CSN,....Descending Triangle Formation, please check any adding on position open, Akstergi .......  ","[['Akstergi .......', 'PERSON']]"
"user check my post about CSN, it is for you","[['CSN', 'ORG']]"
"ast wave of gaming consoles was released Nov '05 - Nov '06, look at GME price that year and the year after","[[""Nov '05 - Nov '06"", 'DATE'], ['GME', 'ORG'], ['that year', 'DATE'], ['the year', 'DATE']]"
"GM, DA and TSA shorts all did well today in an up market.  Tell's me these were good choices to short.","[['GM', 'ORG'], ['TSA', 'ORG'], ['today', 'DATE']]"
MS long very close to my stop of 21.50. Not looking good on this one. ooking back I broke my long-side rule of solid earnings delivery.,"[['21.50', 'CARDINAL']]"
Winners today in my long term portfolio: SP XV MGK BO COH IBM EWH  ,"[['today', 'DATE'], ['BO COH IBM', 'PRODUCT'], ['EWH', 'ORG']]"
"V looking extended here, could pull back 15 - 20 dollars.  Strong company though, too dangerous for me to short me thinks.","[['15 - 20 dollars', 'MONEY']]"
AAP ..final shakeout before earnings?  long and using tight stop of 437 or its toast    ,"[['AAP', 'ORG'], ['437', 'CARDINAL']]"
"user NOV went up nicely this week, no doubt.  Not the only story in the market...no reason to be here...move on.  Pick another stock.","[['NOV', 'ORG'], ['this week', 'DATE']]"
NVDA confirmed my previous analyse & broke decisively above its 200SMA. Bullish setup  ,"[['NVDA', 'ORG'], ['previous analyse &', 'ORG'], ['200SMA', 'CARDINAL']]"
AD Next buy point would be on the day it blows through 1.95 on heavy volume.  ,"[['AD Next', 'ORG'], ['the day', 'DATE'], ['1.95', 'CARDINAL']]"
ASTX Daily technical indicators are bullish. Breakout watch over 4.58   ,"[['4.58', 'CARDINAL']]"
VNG allied hard Friday w volume.If it clears back over 3.43 50SMA may have some good upside  ,"[['VNG', 'ORG'], ['Friday', 'DATE'], ['3.43 50SMA', 'CARDINAL']]"
