Text,Target,Predicted
"BlackRock, the worldâ€™s largest money manager, is among the foreign companies that have submitted applications to enâ€¦ https://t.co/ZHasH2elqA",1,0
AAP - took down short exposure by 2/3,1,1
Seems AAP is losing strength to go higher.,1,1
"Riskier investments, including junk bonds and nongovernment-backed mortgages, are being left behind as markets atteâ€¦ https://t.co/8uiVDNWl5b",1,1
DGI FTD.  Pivot range 26.98 to 28.33.,0,0
Outbreak: How coronavirus swept through JPMorganâ€™s trading floor  https://t.co/duMydNH3qy,1,1
OSI peeling some off here 9.1,0,0
ONG DAA  1.12 1/2 position.,0,0
GOOG And on enko w/ a PF Box size of 50 it looks like a failed breakout  ,1,0
"NKD well above the moving averages, look for som eprofit taking & new base formation #13for2013  ",0,0
CSN Correction: Thermodox is a nanosoccer ball that's anti-vascular as well as anti-neoplastic!,0,1
DVA really nice break through DT line on volume today  ,0,0
"SpiceJet To Cut March Salary As Coronavirus Lockdown Hits Travel Demand
https://t.co/byFY7IpXm8",1,1
AAP we can have the iToilet for all i care just get the stock back to 480.,0,0
"ed Weekly Triangle on AMS,....Net Profit  26,135.00 (38.40%)  ",1,1
OAS heading back to new 52 week highs,0,0
"Green Weekly Triangle on ESSX,....updating  ",1,1
Two trades I'm eying GOOG and GD.,0,0
NS aggressive put buying in Feb options,1,1
President Trump gives a green light for Americans to make money in outer space. https://t.co/KWX3qAFbsA,0,0
My pal user has been long and strong YHOO from 15 my axe on the stock.  Took much abuse.,0,0
"Sensex opens 801 points higher at 30,748, Nifty starts day above 8,900 amid gains in global markets #Sensex #Nifty #MarketUpdates",0,0
user u didn't miss it if it is still going lower :) MCP,1,0
aapl 484 going to level in to an aapl trade today for a daytrade to the long side....first quarter buy now.,0,0
JCP = 2'nd biggest hustle on wall street. 2'nd only to SHD.,1,1
"user: BT Cortos en Peabody Energy si cae bajo 25,40. Stop loss 25,76.",1,0
"user CM needs to drop under this 181.44 fib level, then you are in biz.",1,1
AET also looks like it has an upwards reversal in the making here,0,0
"Rupee Sheds 1% To Hit Record Low Of 74.99 Versus Dollar Amid Virus Fear: 10 Points
https://t.co/tQu0q8AV1C",1,1
AMZN short 268.57,1,1
cool stuff. Don't rock the boat tho! (see ISG) :) user Heart epair Breakthroughs eplace Surgeon's Knife  EW,0,0
"AN ooks like that pullback entry worked, now lets see the action.",0,0
CGX TECHNICA TADES WATCH IST tonight. These 20 stocks have the good characteristics with the market being strong.  ,0,0
AAP 5 min - w/ O overlaid   ,1,0
First trade coming back from vacation. HOT short at 59.80. Stop at 60.30,1,1
"ed Weekly Triangle on AMPE,....pdating  ",0,1
KBH tried short on Friday 18.25 tested 18 then came back 18.25 then 18.55 when comes back 18.33 I'll short attempt #2 break 18 target 16.50,1,0
user: eaders EAD. BAC >On which side is the Question... Even AAP is Broken since few Week. Medium Outlook does not look Bright.,1,1
Big win for brokers... New Mini Options Bring Big Changes For Traders  via user SPY AAP GOOG AMZN GD,0,0
"NFX Almost time to short this puppy?  These multiples are ridiculous, it is basically an online Blockbuster, that is trying to make films",1,1
"RBI Sees Inflation Falling Below 4% As COVID-19 Outbreak Threatens Demand
https://t.co/UJC6biiehI",1,1
"Consumer Inflation Likely Fell To Four-Month Low In March: Poll
https://t.co/VEzKWZInDZ",1,1
"The new wightwatchers ads are more fun and light and with regular people more interesting, but I still dont trust them WTW (no position)",1,0
ak corrected me - PPHM  largest watch list gainer today - though it gapped up big on open   ,0,0
"BIOF looking very strong, I would like to see a pullback to re-enter.  ",0,1
"DDD - ong  27.95. Trailing Stop  46.44 from 9 prior Stops of 45.23, 42.35, 41.70, 39.03, ... 25.44 and 22.93 -  ",0,0
user ProfitsBoy CST sticking2 buying over 250million in stk there unit cost is 49.90. Also cash flow 200mil. & Costs go down,0,0
AAP COMPQ Apple sinks to Nasdaq  ,1,1
"Sensex up 1,445 points, Nifty surges 385 points to trade above 8,700 ahead of Finance Minister Nirmala Sitharaman's press conference",0,0
SNTS approaching 52wk high,0,0
BAC now that's what I call VOME!!!!,0,0
"Does AA hold the key for the SPX?  When AA is up on earnings, SPX up +1.90% a mo. later.  ",0,1
"EXAS nice pattern, maybe trying to break out of this handle or wedge   ",0,0
NKE potential short for many reasons. Check F post as well. Triple top OB rounding TOP.  ,1,1
"RT @srussolillo: â€œA company wouldnâ€™t admit to something this bad unless it has to"": Luckin, Starbucks' biggest rival in China, says employeâ€¦",1,1
"If you'd like to gag on the New American Socialism, enjoy this video courtesy AIG:  ",1,1
ltra base? TEK  #ltratech Step it up! #Stepper  ,0,0
"RT @srussolillo: This is absolutely terrifying: Forecasting firm Oxford Economics projects that by May, the U.S. will have lost 27.9 millioâ€¦",1,1
Which stocks on your watchlist are holding up today? Focus on those. I'm watching: ECHO BCC WSM ABBV ANGI among others.,0,0
AAP Added to my short,1,1
VZ playing out nicely from last week's video.  SPY,0,0
user AAP back to 350 I would buy hand over fist until then it's still inflated valuation. Now longer a growth story it's new MSFT,1,1
AAP break of 453.63 should see retest of 435 lows and lower fairly soon thereafter.,1,0
SB WFC Broke trend line Ho hum CA,0,1
AN 20% short float. may be a runner today  ,0,0
cstr found support at 26 ema.  nder the 50 sma tho look to short under 26 ema & add on cloud break  ,1,1
Took two position overnight BAC and PHM,0,0
AMZN GOOG and CM move higher as the NQ_F turns green,0,1
AAP Sell sell sell,1,1
Cover 1/2 P here  12.62 and set last 1/2 stop to 14.,1,1
Watch XF JPM BAC OD closely...,1,1
OVTI moving out of long base to the upside  ,0,0
TAB looks like its breaking out a falling wedge  ,0,0
"AAP daily fade in motion again, people that want to be out are still at work...",1,1
CSCO OO!! 21.,0,0
DA Broke out of bull flag. I'd look for confirmation for a leg higher   ,0,0
"ed Monthly Triangle on CYTX,....Net Profit  9,845.00 (11.01%)  ",1,0
ASGN from the watch list is at the line on volume of 81% of ave full day   ,0,0
ZNGA There are a lot of supports here SMAs. I just bot few shares at 2.54 Falling on low volume  ,0,0
wow ISG being probed literally lol by regulators,1,1
KCG ... things that make you go hmmmm?  ,0,0
TM - ahhh! stupid prelim results! short but wanted to add puts before earnings...,1,1
"GID taking more off on this pop here, just dont like the volume, leaving last piece for a move to 47ish",0,0
ISIS looking for 16.30-35 next tgt,0,0
JOSB outlier risk profile closer to 24 so will be interesting to see what happens as folks exit options they've written ,1,1
"Wholesale Inflation Eases To 1% in March
https://t.co/mWg2yIUX38",1,0
BAC Yep Over the 11.90 esistance... :)   NHD,0,0
ES_F path higher unthreatened unless 1452.25 support fails. See resistance at 1466.00 SPX #stocks.  ,0,0
"JCP J. C. Penney tgt to 22 from 25 at Citigroup, tgt to 15 from 18 at JPMorgan following earnings - Short JCP",1,1
"Green Weekly & Monthly Triangle on ISIS,....pdating  ",1,1
Short PN  see  ,1,1
Debt could hobble the post-coronavirus recovery. â€œPriority number one is going to be to pay down debt. We are not eâ€¦ https://t.co/PutguQqbk8,1,1
XEC out 1/4 of short +1,1,0
AAP perhaps is time to start considering a ONG position on this name again. Finally some commitment.,0,0
Fed Chairman Jerome Powell says central bank â€˜watching carefullyâ€™ as firms brace for wave of missed mortgage paymenâ€¦ https://t.co/huqWnS7D7t,1,1
user: GOOG at 830 feels a OT like AAP at 705. .feels very overextended here. CATION are you afraid of that OW 800k Vol?,1,0
"Government Begins Fiscal Year Under Severe Strain Amid Biggest Lockdown
https://t.co/jskjXFmAQQ",1,1
Debt could hobble the post-coronavirus recovery. â€œPriority number one is going to be to pay down debt. We are not eâ€¦ https://t.co/PutguQqbk8,1,1
"RBI's New Measures To Support Financial Markets And Banks
https://t.co/X904Zq4r3F",0,0
"YHOO buying on the dips,  ",0,0
"Oh QCOM, you are a thing of beauty!",0,0
It's fair to say trendfollowers who where short PX at the close yesterday will be having a very uncomfortable day today.,0,1
BBY Pulls an AMZN  ,0,0
BWD Wants to fill the gap which will be complete at 83.10. Higher highs and MACD and SI showing bullish signals.,0,0
RT @WSJheard: Heard on the Street's @jackycwong on Luckin back in January https://t.co/hD7FB2pln6 $LK,0,1
"user NOV went up nicely this week, no doubt.  Not the only story in the market...no reason to be here...move on.  Pick another stock.",1,0
"WH held above previous day's lows continuing bounce from the gap fill, SI back above 50  ",0,0
"Sensex closes 310 points lower, Nifty at 8,925 as markets extend losses to second straight day #Sensex #Nifty #MarketUpdates",1,1
TSO on the move. Breakout watch over 60 on volume.,0,0
ONG CF here  18.30.,0,0
CAT Once she loses 86.50 ookout Below!!! Straight to 80 imo...,1,0
JPM - not looking pretty here.   ,1,1
user: AAP 40 minutes to get it over 460 pre-market !  ot of fools will B toast !,1,0
user BrokeInvestor634 I may have been wrong about that pullback. SII,0,1
CSN Buying more!,0,0
Watch CAT under 87. Could flush all the way down to 86.40.,1,1
"Consumer Inflation Likely Fell To Four-Month Low In March: Poll
https://t.co/VEzKWZInDZ",1,1
"Stalking. ising channel on FI. If a pullback happens to 25.8, must be bought with a 25.45 stop  ",0,0
Failing on a 30-minute AAP #Apple NDX QQQ fake-out on daily  ,1,0
"user jmixer INO since Jan 7 it is a green weekly that is why I closed my long at 0.67, my broker doesn't has share to borrow me,....",1,1
GOOG Seems there is more downside pressure to come. More picks at   ,1,1
AAP (65mims) bear flags at work (i watch the volume to confirm those)  ,1,0
user: user I went long on MSFT for this week. I'm still bearish on MSFT but we're in bull market. I'll close out this week,1,1
"Sensex Rises Over 400 Points, Nifty Touches 9,400 Amid Volatile Trade
https://t.co/VowCyqThcx",0,1
"WIFI long 6.07, from the bottom, volume higher each of last 3 days following hammer on 03/05  ",0,0
"CS, KOS positive.... nice reversal in KOS",0,1
AAP This possibility exists   ,0,1
"V so far found support on the ceiling of the old channel, will look good if it holds above it  ",0,0
SWHC will continue to accumulate more mar 9 calls on any pull back below 8.10,0,1
user: SSYS  EACHED SI 80%  Crash is near,1,0
AAP - there is no heavy volume to take this higher. Most likely it will continue to break support  ,1,1
"While the new $350 billion Paycheck Protection Program is aimed at businesses with 500 or fewer employees, big restâ€¦ https://t.co/F3O0m3u3J8",1,1
Our software stopped us out of NSPH today for a 5% loss on the trade.  Still hanging on tight with HA -  ,1,1
ANF weekly kumo. Note Volume and MACD trying to turn down   ,1,1
AAP holding all of my current positions over the weekend   ,1,1
AAP Still long.  Bulls in charge today.,0,0
AMK breaking below yest's lows & below prior infliction pt low. Illiquid stock  ,1,1
AAP 435 retest and now probably 420,1,1
GEVO Pullback on very low volume. All dips should be bought with a stop 1.75.Watch for next leg up  ,0,0
"Green Weekly Triangle on MNK,....Open ong position at 3.17,...Opening both ong and Short   ",0,0
"user: AAP lets go 425,  (sorry longs, im long also)// r iht 425 annd IF consolidate for 3-5 Week After Bullish",1,1
ZION Cup & Handle pattern. The stock would confirm the pattern by breaking up through the 22.8  ,0,0
VS inverted head and shoulder play out well. Wasn't able to catch the entry. Eyes on it  ,0,0
NFX Breaking down the neckline w heavy selling volume accompanied by bearish technical indications  ,1,1
F a close over 13.21 on volume (likely) would be,0,0
"ed Weekly Triangle on HEK Closed at 4.30,....Net Profit  15,137.50 (5.30%)   ",1,1
Heard on the Street: Consumers are craving some delivery options more than others amid the pandemic. https://t.co/7ysA9tMcq0,1,0
Short 828.30 GOOG 350 shares,1,1
The new federal loans and a program available for bonds issued by companies that recently lost their investment-graâ€¦ https://t.co/buu9r5cr58,0,1
"Green Monthly Triangle on ISIS,....Scaling Down  ",1,1
user Time and time again revenues slow down for hot stocks like lulu and they bend over to hide the real cause.,1,0
"FAZ about to Explode, Get eady, BAC just broke under the 50 day!",1,1
MCP so much for my 7 puts... at least I have common stock! SC here we come!!! ,0,0
ZNGA 3.22 better be holding!!!,0,0
"#13for2013 INVN still the leading gainer - shed 5% this week, profit taking in overbought market   ",0,0
user: ong in NG after beating 25.16. Stop loss in 25.09.,0,0
user: H broke support today and may drop out of the channel tomorrow... if it does watch out. Posted 1/23. Next 5.25 then 5.00,1,1
QCO  Is this running up into the close? Wonder if that is a Positive indicator. I still have not bought enough. Please come down a little.,0,0
"This been good to us since Feb DECK now waking up again, your on #DECK #DECKES  ",0,0
V total animal #VISA AXP MA who needs cash? #deleverage deleveraging! XF  ,0,0
OVTI If it clears the 16.03 resist the move may be powerful.Breakout candidate! nder accumulation  ,0,0
AAP I told you before the after market :),1,1
"Weak Listing For SBI Cards; Shares Fall 12% At Debut
https://t.co/2P4SEFqZI3",1,1
INVN reports next week & is 3rd with a 13.5% gain this year #13for2013 (watch cup w/ handle - wkly)  ,0,0
AAP Nice 10M volume first hour.. good luck bears,0,0
"Yes Bank Stock Set To Close Higher For Fourth Straight Session
https://t.co/g68PdWs9PN",0,0
NKD following FB lead. un to 122-124 before more resistance? user  ,0,1
MSFT Waiting for break out of bull flag+horizontal channel   ,0,0
NG bearish action today looking like a top as nat gas jumps.,1,1
"So much topping action here. Shorting KEY at 8.90, Shorting CAT here at 95 with a stop at 95.6. ike these trades A OT.",1,1
MGM - already at average volume for the day and trying to get separation from resistance  ,0,0
Would play it wait and see before adding more SPW:  but adding more SCTY on dips:  ,0,0
sold my amzn stocks... better be flat ^^,1,0
AIG wins the awsuit then announces dividend reinstatement. :),0,0
"India's Services Activity Hits 5-Month Low Amid Coronavirus Crisis: Survey
https://t.co/Urv0Rj5eyv",1,1
"Gold Prices Subdued On Firm Dollar Ahead Of US Data Amid Coronavirus Crisis
https://t.co/lCyGzdnX4u",1,1
HPQ user option guest on bloomberg tv just said buy march 18 calls too but also hedge by selling feb 17.50 calls other guests T,1,1
NKD looking like a good short. Failed to break price level resistance at 116 today.,1,0
user: PCS broke through more daily candle resistance!,0,1
AMK a bear flag to keep an eye on for anyone interested in a short  ,1,1
Trade Setup CF -  ,0,1
"Unemployment Rate Soars To 8.7%, Worst In 43 Months: Report
https://t.co/YkS0KF3qYU",1,1
"Maruti Suzuki March Sales Plunge Nearly 50% Amid Coronavirus Outbreak
https://t.co/05lZQly97H",1,1
CTIC long - next one to pop out base 1.40 1.41 1.42 1.43 - get it!! - GAE hot too at new hod,0,0
user: GEVO the beginning of a new uptrend:  ,0,0
AF daily kumo - ote: chikou circles (S/) and recent at kumo bottom. Flat kijun.    ,1,1
If AMZN takes out yesterdays lows ONG better be careful.,1,1
user I follow up closely my scaling plan and I am in every level without any dough CSN,0,0
"For those that believe GM still leads mrkt tops, recent action is not positive DIA SPY DJI SPX  ",1,0
"While bank shares stumbled, the rest of the stock market took off today. Dow up 2.4%, Nasdaq up 4%: https://t.co/crzdvYix6F",1,0
JNP - added to long,0,0
adding more weight to MTG sorry folks u had ur fun. Hammer down time. Holding over night Have plenty of cushion from 5.89 short,1,1
WOW! WFM. Bearish past 86.72,1,1
"user: IMM I love to short, They are just revealing a phone (that everyone has seen it does not make you younger) think ip5 aapl",1,1
CSCO MSH! MSH! MSH!! 21.00 c'mon mon..,0,0
The Dow industrials just wrapped up their sixth worst quarter on record. The second quarter didn't start much betteâ€¦ https://t.co/6sdYhPCjHi,1,1
MS ready to crack. All technicals read bearish. Holding long Apr 22 puts.  ,1,1
  The rodeo clown sent BK screaming into the SI weekly red zone...time to peel away before it turns...,1,1
"Sensex ends 3,935 points lower, Nifty settles at 7,610 as markets take 13% hit after a day's breather amid coronavi… https://t.co/DZP6sUya4V",1,1
ADSK daily lined watching this one over 41.60 might continue   ,0,0
HPQ opens over 18 tomorrow!,0,0
"My Fox Business appearance yesterday.  Still bullish NFX, GMC, CST.   ",0,1
user: AAP maybe just sit around 440 til opex looks like yesterdays channel,0,0
BAC Vol. Fall on EOD.. Possibly  Small Sell-Off !,1,0
CEG Confirming the expectation below 98.50.  ikely to crack here.,1,1
GNC is perking up despite general market weakness. One of the better risk/reward long setups (long),0,0
ODP Has dropped below 4 on high vol. #fallingknife,1,1
Great analysis of PNA  ,0,0
Investors want massive cuts to global oil supply as an initial measure to address the ballooning coronavirus crisis https://t.co/D3DmKTYKRM,1,1
HPQ user option guest on bloomberg tv just said buy march 18 calls too but also hedge by selling feb 17.50 calls other guests T,1,1
G look for shorts to start unwinding their large positions,0,1
AN is at least gonna sink to 7.60.,1,1
"If your mortgage is federally backed, lenders are supposed to allow forbearance for those experiencing a financialâ€¦ https://t.co/68EObPMqVO",0,0
Investors can survive a bear market the same way hikers survive an encounter with a bear: Remain calm and donâ€™t makâ€¦ https://t.co/RLOCicZeGg,0,0
BAC Euro-zone GDP plunge stokes rate-cut expectations  ,1,1
"KKD Yummy, yummy, doughnuts. ong at 14.25",0,0
GS continues to make new highs -   ,0,0
"I have no position in GMX, I just pointed out that under 3.98 it would be a nice short. With a 3.15 target.",1,1
"CMG While traveling through Kalamazoo, MI on Friday at 6:00, the place was empty. This is the growth hopes for the company. eshorted  325",1,1
"When Will Coronavirus-Hit Global Markets Heal? 12 Charts To Monitor
https://t.co/GbETRsgDa5",1,0
VNG - Huge  news from patent attorney Dan avicher  ,0,0
EVC Bought more today for the 4th time - going much higher - all the major funds in media plays will buy this one - target easy 3.00+,0,0
"Rs 1 Lakh Crore Coronavirus Stimulus On Cards For Small Businesses: Report
https://t.co/ODzhWRt2Mm",1,1
"US Consumer Prices Record Largest Drop In Five Years
https://t.co/SLzfbHMMFr",1,1
DE looking for a bounce,0,0
FOS  bullish engulfing.,0,0
AAP I agree 450 pin Afternoon !,1,1
CVA Over 19.00  ,0,0
NFX SI is sloping lower/MACD is about to cross down.Negative Divergence on Daily.Distribution ?  ,1,1
RT @davidhodari: Oil jumps on hopes for an end to the price war between Saudi Arabia and Russia and the possibility of action from the Whitâ€¦,0,0
VNG let this V run up next week to the mid 4's or higher. I will sell & jump back in when falls the next few weeks. Been in this too,0,0
"India To Be Grow Fastest Among G20 Economies Amid Corona Impact: Report
https://t.co/9dIIgHE3ub",0,0
"WPI - inside day cracks to downside, we are already short - no add here",1,1
NDAQ triggered pennies yesterday and continues a bit today with volume of 16% of full day   ,0,0
"JNP FX ong, getting in tom.",0,0
oh APC....,1,1
I need alka seltzer to sponsor our aapl stream with all the pop and drops it gives people ...people are just way too tied to it,0,1
SHOT Setups: CF VBD TH CAT PSX DDS TV MSG OC WD  ,1,1
"SWI still holding up well, yet to emerge from consolidation  ",0,0
"AAP Short Setup: A catalyst could counter (whoa, remember AAP catalysts?) but 425 tgt, 435 resis  ",1,1
AAP Who really want a broken stock ? nless you have kept over E & Being Trapped !,1,1
AF - engulfing about to take out tuesday candle   ,1,1
"Failure to complete the deal would be a blow to BP, which already has the highest debt levels among the major oil câ€¦ https://t.co/W9NDe5BuxE",1,0
"PETM possible leg down now, looking to cover some 61.75",1,0
GD SV NEM ABX AY - The Price of Gold plunges to six-month low    ,1,1
"The most bearish thing I have seen in a week, not good for the overall market at all JPM SPY ES_F  ",1,1
nwinding of the Worlds Most Widely Held Position is never pretty. STDY this AAP move and identify the next Hedge Fund Hotel.,1,1
SWI still down small but put in context this still looks good  ,0,1
AAP hi i'm calling from my new Samsung S4  ,0,0
BAC I hate analyst.. They Scrap a beautiful day :(,0,1
MA a strong follow thru day after breaking out to new highs last Friday - confirmation is solid  ,0,0
Going Private is the new Going Public. DE,1,1
DSCO many little bios did well last week - DSCO will have a huge day soon - it's in the history,0,0
GPN Inverted Head and Shoulders still in play !!   ,0,0
NFX OI loading up in OTM Calls,0,0
NEW POST: AMZN Is Still in the Grasp of Corrective Forces  ,1,0
BA for a flush down,1,1
Watching GS closely on today's trend-line. Has been leading SPY up AND down.,1,1
"AA - China's buy into AA joint venture trumps weak aluminum demand and pricing  SPX, DJIA",0,0
MOT CBI on top watchlist waiting for vol MOT above .50 and CBI over 1.68 see what happens,0,0
AAP Netflix Is Overpriced but Apple Is On Sale  ,0,1
user: PPHM next year right next year lol that's what they said for the last 15 years. ock them up put ES in jail and be done with,1,1
INFI from watch list gapped to over line today on vol so far of 16% full day average   ,0,0
BAC ike I told 11.75 in AfterMrkt = Very Good Setp for Tmorrow ! :),0,0
"ASGN made clear at outset where invalidation was and resolve got tested immediately, now in black  ",0,0
Doctors and nurses are coming out of retirement to help with the coronavirus crisis even though many are in a vulneâ€¦ https://t.co/OZT9vPBd11,0,1
"NFX Q3 2012 operational cash flow  was 150,000 vs. Q3 2011 of 49 million. 99% decline q over q",1,1
"Si VFC cae bajo 145,53 , entrar cortos. Stop loss en 146,55 .",1,0
TO triggered above 34. First target 34.55-.90,0,0
user CalMustang That's why we own 0.05 puts... doesn't get any cheaper than that on the risk side MCP,1,1
user: DIS Eyes on Disney... knocking 56 door again.  ,0,0
APO - Short setup off the 50DMA in a weak group. Downside 15.50 initially.  ,1,1
New post - I could have Peter ynch'd this stock  MD,0,0
AAP wooooow really bad! I won't touch the apple-stock! Wild ride...,1,1
OMX another bricks and mortar dinosaur falling to online retailing> Details here  ,1,1
"Sensex ends 1,375 points lower, extends losses to second day amid coronavirus crisis; Nifty slides below 8,300 #Sensex #Nifty #MarketUpdates",1,1
FS daily few like the long call on this one but after chaos and mini sell we got oversold PWmo2!  ,0,0
SKX Q3 operational cash flow negative 60million. 80million decline vs.Q3 2011,1,1
"CAT daily,got overbought 4 days ago and yellow owns EH not oversold either.   ",1,1
FOD long 2.87,0,0
ADBE Expecting a correction anytime now  ,1,1
A year end accounts payable increased 43% from 100million to 143million,1,0
CS started a long here...In the basement..  ,0,0
ZN_F ticking up.. I'd be a seller of SDJPY here (*if I weren't already)...,1,0
OVTI down 8% in AH,1,1
"Green Weekly Triangle on DN,....pdating  ",1,1
CM Continuation (likely)   ,0,1
"SWY - clean up isle 6, 7, & 8, we have short sellers bleeding out everywhere",0,0
"The stock market is gyrating wildly, but despite spending millions of dollars regulators canâ€™t always get accurateâ€¦ https://t.co/uF95YpKp1N",1,1
ANAD on 2.14 aunch Pad.,0,0
Market research firms IDC and Gartner both reported a large and surprising drop in first-quarter PC sales on Monday https://t.co/3G9gnZn3IW,1,0
user: AAP typical pump dump today will talk about later tonight via video,1,1
OWE STOP IN FDX to 96.50.,1,1
"BVSN on the fence, if it goes under, it will be a nice short. with a 1 dollar roll possibility. Target 9.30.",1,1
GMX -10% ouch,1,1
Scaling some AMZN puts 02/15 puts bot at 1.2 at 2.50,1,1
"Market Fall Significantly Lower Than Global Peers, Says Regulator Sebi
https://t.co/MIiLONrbbV",1,1
VFC - we are short this one again - bulls need to hold the support it is in now or the break could be significant,1,1
"AEE crosses below 34, and I am shorting it.",1,0
JOE holding that 21-21.50 area for now but longer-term trend endangered  ,0,0
AAP Bullish technical divergence: momentum indicators are above their late- January lows while AAP hit a 14-month low of  419  this week,0,0
The gap fill at 53.47 for DDD is certain. This is where ride the profits thesis gets tested.,1,0
Operator of traffic cameras is in trouble as fewer people get tickets https://t.co/cWrhr5sy4z,1,0
"BWD, stepping in short. I do not see the necessary volume to take this past 86.5. Set tight stops  ",1,1
IMM from watch list gapped a bit over line to 20-day MA with good volume of 15% ave full day   ,0,0
BAC Out 11.78 waiting for a pullback.. if we have one today.. ;-),0,0
RT @AmrithRamkumar: Just a staggering increase in oil inventories recently. @sarahtoy17 explains why the trend could push some prices belowâ€¦,1,0
"Lazard and Evercore will help Boeing analyze government aid and potential funding from the private market, people fâ€¦ https://t.co/V3qPRWUfgJ",0,0
"PX - ong  11.40 - Trailing Stop  19.13 from 9 prior Stops of 17.31, 16.69, 14.17, 13.14, ... 10.40 and 9.40 -  ",0,0
"O delivered 4Q 2012 adjusted earnings of 0.79 per share, which exceeded 4Q 2011 earnings by 8.2%. ong if beats 41.52. Stop loss 41.11",0,0
well done to those short aapl friday.....gutsy. got the news you needed.,0,1
BBG Short 14.86 or wait for 14.79 break 02/04 low  ,1,1
BAC Bank Of America Will ikely Double Again Within 3 Years  These stocks are in my IA.,0,0
The federal government is sending out money. Here are all the details  https://t.co/ikrtCmd3FX https://t.co/ikrtCmd3FX,0,0
CAT looks like it created a little bottom here. Can really pick it up this week since its OPEX. Def watching this one.,0,0
SHD ... why won't you die already? ampert doesn't know 2 sh*ts about running a retail. He bought Sears for the property... ,1,1
"Buy signal at 70 in ate November 2012 was right on the money, bounced perfectly off the trend line MEI",0,1
"Oil prices fell Monday, paring some of their recent rebound after a virtual summit for producers to discuss supplyâ€¦ https://t.co/2RHm8CWP5G",1,0
CSN My target remains at 9 before the data! More news...   ,0,1
CEE goes back above 44.00 all over that short again - I think I can make 10 points in a week on this one,1,1
Oil prices are down about 65% this year.  https://t.co/uB1V7H67xQ,1,1
CNDO - we are in at 5.78.  ooking for 7% on this one.,0,0
DVAX witnessed a record number of call and put contracts during the busy trading session.,0,1
user: F Foot ocker increases quarterly dividend 11% to 0.20 per share. ong if beats 34.86. Stop loss 34.64,0,0
"With a single tweet Thursday, President Trump accomplished what decades of wars, coups, terrorist attacks and OPECâ€¦ https://t.co/NySXLTP4uU",1,0
user: Is GOOG ripe for shorting yet?  looking for that 10%-15% drop? it happens in a second with the goog (low Vol),0,0
NGT #ECB and #BOE and #FED JPM HSBC shortfest GC_F GD SV tomorrow morning Test weekly OWS.,1,1
COMPQ SPX IND AIG KFT AEP  Futures traded in red with an eye on the G-20   ,1,1
"OCN closing off its highs recently, but volume remains on upside, no damage done yet  ",0,0
Surprise! GOOG chairman Eric Schmidt uses.. a BBY  ,0,0
EXAS Pretty set up   ,0,0
Don't shoot the mailman Point & Figure target AAP NDX QQQ Sorry #APPE Heads  ,1,1
Super shot - user: Please help me get this viral. I mean what a putt under pressure  GOOG,0,1
DV time to move South. More picks at   ,1,0
"  SPY,IYT, FDX, PS A closer examination of transports and market best to have seen 2 prev vid  ",1,1
"Government Begins Fiscal Year Under Severe Strain Amid Biggest Lockdown
https://t.co/jskjXFmAQQ",1,1
"GPN needs interests rates to rise before having any hope of making money. Earning the float is their business model, folks.",1,1
user Krisanti that is why I had mentioned that AAP sent a reminder to NOK,1,1
JPM back over 50 roll,0,0
"Green Weekly Triangle on GPN,...pdating  ",1,1
AAP don't touch it unless we get a close above 465 with volume (Earnings gap).,1,0
"BAC rolling over, could see 11.02 again. Bulls have to wait for a better setup here",1,0
EV buying on this pullback of this strong stock; entry 39.74 stop 38.02,0,0
Added to PPHM,0,1
XEC out 1/4 of short +1,1,0
"Green Daily Triangle on TC,.....Open ong at 3.37",0,0
"Green Weekly Triangle on GPN,...pdating  ",1,1
ANAD Over 2.54 or 2.70 - we like these two level set ups   ,0,0
AAP trying to bounce here,0,0
ovti ttm ending Oct 2012 Negative 151 million operational cash flow.. 273% decline vs yoy ttm ending oct 2011,1,1
COH Monthly h+s getting closer to snapping neckline  ,1,1
NKD what a hot piece of bullflag!  ,0,0
"NAN like the daily and intraday setup, will try over 18.80",0,0
"Bonds havenâ€™t been much of a haven lately, so what now? Hereâ€™s what some advisers say bond investors should be doinâ€¦ https://t.co/bePOby82D2",1,0
NEW POST: Positive Earnings and Cost Containment Continue to Propel MS  ,0,0
"EPS still think there is a better than 50% chance it tags 8, but moving stop on rest to 7.35",0,0
I am an aapl bull but cannot break this trend line in OBV   ,1,0
BAC right back to 12 I'm eady!,0,1
Moody's cuts India's economic growth forecast to 2.5% in 2020 from 5.3%: Press Trust of India,1,0
"...offhand, that includes in growth: EN Y SPF MHO ITB AD TTM HTZ DOM WK EMN PO SCA WO FET BCEI FXI HDB EVE ...",0,0
"SE SHOT CECO, SM, ACI, DMND, NS, GCY, BBG, EF, TM, EOC, XCO, VCCF, PQ, AXAS, PST, P, KCG, MNTA, NAV, PAC",1,1
"mentioned it was poised yesterday.  congrats big BE  - IBM p 5%, Near All-Time High  via user IBM",0,0
AAP - there is no heavy volume to take this higher. Most likely it will continue to break support  ,1,1
AM from watch list gapped open has volume of 4% average full day   ,0,0
AAP Dow Theory = Volume must confirmed the trend (When the volume doesn't support the trend)  ,1,1
HTZ reasonably tight consolidation so far of last weeks advance  ,0,0
GMC watching 30 O flag   ,0,0
"Flipping out the AAP trade for 6 points ....never got the meaty trade off.  still obviusly long, chipping away",0,0
