Text,Target,Predicted,Parsed
user: eaders EAD. BAC >On which side is the Question... Even AAP is Broken since few Week. Medium Outlook does not look Bright.,-1,-1,"[('EAD', 'ORG'), ('AAP', 'ORG'), ('few Week', 'DATE')]"
Big win for brokers... New Mini Options Bring Big Changes For Traders  via user SPY AAP GOOG AMZN GD,1,1,"[('SPY AAP GOOG AMZN GD', 'ORG')]"
"NFX Almost time to short this puppy?  These multiples are ridiculous, it is basically an online Blockbuster, that is trying to make films",-1,-1,"[('NFX', 'PERSON')]"
"RBI Sees Inflation Falling Below 4% As COVID-19 Outbreak Threatens Demand
https://t.co/UJC6biiehI",-1,-1,"[('RBI', 'PERSON'), ('Below 4%', 'PERCENT')]"
"Consumer Inflation Likely Fell To Four-Month Low In March: Poll
https://t.co/VEzKWZInDZ",-1,-1,"[('Four-Month', 'DATE'), ('March', 'DATE'), ('https://t.co/VEzKWZInDZ', 'ORG')]"
"The new wightwatchers ads are more fun and light and with regular people more interesting, but I still dont trust them WTW (no position)",-1,1,"[('wightwatchers', 'WORK_OF_ART')]"
ak corrected me - PPHM  largest watch list gainer today - though it gapped up big on open   ,1,1,"[('today', 'DATE')]"
"BIOF looking very strong, I would like to see a pullback to re-enter.  ",1,-1,"[('BIOF', 'ORG')]"
"DDD - ong  27.95. Trailing Stop  46.44 from 9 prior Stops of 45.23, 42.35, 41.70, 39.03, ... 25.44 and 22.93 -  ",1,1,"[('DDD - ong', 'ORG'), ('27.95', 'CARDINAL'), ('46.44', 'CARDINAL'), ('9', 'CARDINAL'), ('45.23', 'CARDINAL'), ('42.35', 'CARDINAL'), ('41.70', 'CARDINAL'), ('39.03', 'CARDINAL'), ('25.44', 'CARDINAL'), ('22.93', 'CARDINAL')]"
user ProfitsBoy CST sticking2 buying over 250million in stk there unit cost is 49.90. Also cash flow 200mil. & Costs go down,1,1,"[('49.90', 'CARDINAL'), ('200mil', 'CARDINAL')]"
AAP COMPQ Apple sinks to Nasdaq  ,-1,-1,"[('COMPQ Apple', 'ORG')]"
"Sensex up 1,445 points, Nifty surges 385 points to trade above 8,700 ahead of Finance Minister Nirmala Sitharaman's press conference",1,1,"[('1,445', 'CARDINAL'), ('385', 'CARDINAL'), ('8,700', 'CARDINAL'), ('Nirmala Sitharaman', 'PERSON')]"
SNTS approaching 52wk high,1,1,"[('52wk', 'DATE')]"
BAC now that's what I call VOME!!!!,1,1,[]
"Does AA hold the key for the SPX?  When AA is up on earnings, SPX up +1.90% a mo. later.  ",1,-1,"[('SPX', 'ORG'), ('AA', 'ORG'), ('SPX', 'ORG'), ('+1.90%', 'PERCENT')]"
"EXAS nice pattern, maybe trying to break out of this handle or wedge   ",1,1,"[('EXAS', 'ORG')]"
NKE potential short for many reasons. Check F post as well. Triple top OB rounding TOP.  ,-1,-1,"[('NKE', 'ORG'), ('OB', 'ORG')]"
"RT @srussolillo: â€œA company wouldnâ€™t admit to something this bad unless it has to"": Luckin, Starbucks' biggest rival in China, says employeâ€¦",-1,-1,"[('RT @srussolillo', 'PERSON'), ('Starbucks', 'ORG'), ('China', 'GPE')]"
"If you'd like to gag on the New American Socialism, enjoy this video courtesy AIG:  ",-1,-1,"[('the New American Socialism', 'ORG'), ('AIG', 'ORG')]"
ltra base? TEK  #ltratech Step it up! #Stepper  ,1,1,"[('ltra', 'ORG'), ('TEK', 'ORG')]"
"RT @srussolillo: This is absolutely terrifying: Forecasting firm Oxford Economics projects that by May, the U.S. will have lost 27.9 millioâ€¦",-1,-1,"[('RT @srussolillo', 'PERSON'), ('Oxford Economics', 'ORG'), ('May', 'DATE'), ('U.S.', 'GPE'), ('27.9', 'CARDINAL')]"
Which stocks on your watchlist are holding up today? Focus on those. I'm watching: ECHO BCC WSM ABBV ANGI among others.,1,1,"[('today', 'DATE'), ('ECHO BCC WSM ABBV', 'ORG')]"
AAP Added to my short,-1,-1,"[('AAP', 'ORG')]"
VZ playing out nicely from last week's video.  SPY,1,1,"[('VZ', 'ORG'), (""last week's"", 'DATE')]"
user AAP back to 350 I would buy hand over fist until then it's still inflated valuation. Now longer a growth story it's new MSFT,-1,-1,"[('AAP', 'ORG'), ('350', 'CARDINAL')]"
AAP break of 453.63 should see retest of 435 lows and lower fairly soon thereafter.,-1,1,"[('AAP', 'ORG'), ('453.63', 'CARDINAL'), ('435', 'CARDINAL')]"
SB WFC Broke trend line Ho hum CA,1,-1,"[('SB WFC Broke', 'PERSON'), ('Ho hum', 'ORG')]"
AN 20% short float. may be a runner today  ,1,1,"[('20%', 'PERCENT'), ('today', 'DATE')]"
cstr found support at 26 ema.  nder the 50 sma tho look to short under 26 ema & add on cloud break  ,-1,-1,"[('cstr', 'PERSON'), ('26', 'CARDINAL'), ('ema', 'ORG'), ('50', 'CARDINAL'), ('ema &', 'ORG')]"
Took two position overnight BAC and PHM,1,1,"[('two', 'CARDINAL'), ('BAC', 'ORG'), ('PHM', 'ORG')]"
AMZN GOOG and CM move higher as the NQ_F turns green,1,-1,"[('AMZN GOOG', 'ORG'), ('NQ_F', 'ORG')]"
AAP Sell sell sell,-1,-1,"[('AAP', 'ORG')]"
Cover 1/2 P here  12.62 and set last 1/2 stop to 14.,-1,-1,"[('Cover 1/2', 'PRODUCT'), ('12.62', 'CARDINAL'), ('last 1/2', 'DATE'), ('14', 'CARDINAL')]"
Watch XF JPM BAC OD closely...,-1,-1,"[('Watch XF JPM', 'PERSON')]"
OVTI moving out of long base to the upside  ,1,1,[]
TAB looks like its breaking out a falling wedge  ,1,1,"[('TAB', 'ORG')]"
"AAP daily fade in motion again, people that want to be out are still at work...",-1,-1,"[('AAP', 'ORG'), ('daily', 'DATE')]"
CSCO OO!! 21.,1,1,"[('CSCO', 'ORG'), ('21', 'CARDINAL')]"
DA Broke out of bull flag. I'd look for confirmation for a leg higher   ,1,1,[]
"ed Monthly Triangle on CYTX,....Net Profit  9,845.00 (11.01%)  ",-1,1,"[('Monthly Triangle', 'ORG'), ('11.01%', 'PERCENT')]"
ASGN from the watch list is at the line on volume of 81% of ave full day   ,1,1,"[('81%', 'PERCENT')]"
ZNGA There are a lot of supports here SMAs. I just bot few shares at 2.54 Falling on low volume  ,1,1,"[('ZNGA', 'PERSON'), ('SMAs', 'ORG'), ('2.54', 'CARDINAL')]"
wow ISG being probed literally lol by regulators,-1,-1,"[('ISG', 'ORG')]"
KCG ... things that make you go hmmmm?  ,1,1,"[('KCG', 'ORG')]"
TM - ahhh! stupid prelim results! short but wanted to add puts before earnings...,-1,-1,[]
"GID taking more off on this pop here, just dont like the volume, leaving last piece for a move to 47ish",1,1,"[('GID', 'ORG'), ('47ish', 'CARDINAL')]"
ISIS looking for 16.30-35 next tgt,1,1,"[('ISIS', 'ORG'), ('16.30', 'CARDINAL')]"
JOSB outlier risk profile closer to 24 so will be interesting to see what happens as folks exit options they've written ,-1,-1,"[('JOSB', 'PERSON'), ('24', 'CARDINAL')]"
"Wholesale Inflation Eases To 1% in March
https://t.co/mWg2yIUX38",-1,1,"[('1%', 'PERCENT'), ('March', 'DATE')]"
BAC Yep Over the 11.90 esistance... :)   NHD,1,1,"[('11.90', 'CARDINAL'), ('NHD', 'ORG')]"
ES_F path higher unthreatened unless 1452.25 support fails. See resistance at 1466.00 SPX #stocks.  ,1,1,"[('1452.25', 'CARDINAL'), ('1466.00', 'CARDINAL'), ('SPX #', 'ORG')]"
"JCP J. C. Penney tgt to 22 from 25 at Citigroup, tgt to 15 from 18 at JPMorgan following earnings - Short JCP",-1,-1,"[('JCP J. C. Penney', 'ORG'), ('22', 'CARDINAL'), ('25', 'CARDINAL'), ('Citigroup', 'ORG'), ('15', 'CARDINAL'), ('18', 'CARDINAL'), ('JPMorgan', 'ORG'), ('JCP', 'ORG')]"
"Green Weekly & Monthly Triangle on ISIS,....pdating  ",-1,-1,"[('Green Weekly & Monthly Triangle', 'ORG')]"
Short PN  see  ,-1,-1,[]
Debt could hobble the post-coronavirus recovery. â€œPriority number one is going to be to pay down debt. We are not eâ€¦ https://t.co/PutguQqbk8,-1,-1,[]
XEC out 1/4 of short +1,-1,1,"[('XEC', 'ORG'), ('1/4', 'CARDINAL')]"
AAP perhaps is time to start considering a ONG position on this name again. Finally some commitment.,1,1,"[('AAP', 'ORG'), ('ONG', 'ORG')]"
Fed Chairman Jerome Powell says central bank â€˜watching carefullyâ€™ as firms brace for wave of missed mortgage paymenâ€¦ https://t.co/huqWnS7D7t,-1,-1,"[('Fed', 'ORG'), ('Jerome Powell', 'PERSON')]"
user: GOOG at 830 feels a OT like AAP at 705. .feels very overextended here. CATION are you afraid of that OW 800k Vol?,-1,1,"[('830', 'CARDINAL'), ('OT', 'PERSON'), ('AAP', 'ORG'), ('705', 'CARDINAL'), ('.feels', 'ORG'), ('CATION', 'PERSON'), ('OW 800k', 'PERSON')]"
"Government Begins Fiscal Year Under Severe Strain Amid Biggest Lockdown
https://t.co/jskjXFmAQQ",-1,-1,"[('Fiscal Year', 'DATE')]"
Debt could hobble the post-coronavirus recovery. â€œPriority number one is going to be to pay down debt. We are not eâ€¦ https://t.co/PutguQqbk8,-1,-1,[]
"RBI's New Measures To Support Financial Markets And Banks
https://t.co/X904Zq4r3F",1,1,"[('RBI', 'ORG'), ('New Measures To Support Financial Markets', 'ORG')]"
"YHOO buying on the dips,  ",1,1,"[('YHOO', 'ORG')]"
"Oh QCOM, you are a thing of beauty!",1,1,"[('QCOM', 'ORG')]"
It's fair to say trendfollowers who where short PX at the close yesterday will be having a very uncomfortable day today.,1,-1,"[('PX', 'ORG'), ('yesterday', 'DATE'), ('today', 'DATE')]"
BBY Pulls an AMZN  ,1,1,"[('BBY Pulls', 'ORG'), ('AMZN', 'ORG')]"
BWD Wants to fill the gap which will be complete at 83.10. Higher highs and MACD and SI showing bullish signals.,1,1,"[('83.10', 'CARDINAL'), ('SI', 'ORG')]"
RT @WSJheard: Heard on the Street's @jackycwong on Luckin back in January https://t.co/hD7FB2pln6 $LK,1,-1,"[('RT @WSJheard', 'ORG'), (""Heard on the Street's"", 'ORG'), ('@jackycwong', 'GPE'), ('January', 'DATE'), ('LK', 'PERSON')]"
"user NOV went up nicely this week, no doubt.  Not the only story in the market...no reason to be here...move on.  Pick another stock.",-1,1,"[('NOV', 'ORG'), ('this week', 'DATE')]"
"WH held above previous day's lows continuing bounce from the gap fill, SI back above 50  ",1,1,"[('WH', 'ORG'), (""previous day's"", 'DATE'), ('SI', 'ORG'), ('50', 'CARDINAL')]"
"Sensex closes 310 points lower, Nifty at 8,925 as markets extend losses to second straight day #Sensex #Nifty #MarketUpdates",-1,-1,"[('310', 'CARDINAL'), ('8,925', 'CARDINAL'), ('second', 'ORDINAL'), ('MarketUpdates', 'ORG')]"
TSO on the move. Breakout watch over 60 on volume.,1,1,"[('TSO', 'ORG'), ('60', 'CARDINAL')]"
ONG CF here  18.30.,1,1,"[('ONG', 'ORG'), ('18.30', 'CARDINAL')]"
CAT Once she loses 86.50 ookout Below!!! Straight to 80 imo...,-1,1,"[('CAT', 'ORG'), ('86.50', 'CARDINAL'), ('ookout Below', 'PERSON'), ('80', 'CARDINAL')]"
JPM - not looking pretty here.   ,-1,-1,"[('JPM', 'ORG')]"
user: AAP 40 minutes to get it over 460 pre-market !  ot of fools will B toast !,-1,1,"[('40 minutes', 'TIME'), ('460', 'CARDINAL')]"
user BrokeInvestor634 I may have been wrong about that pullback. SII,1,-1,"[('SII', 'ORG')]"
CSN Buying more!,1,1,"[('CSN', 'ORG')]"
Watch CAT under 87. Could flush all the way down to 86.40.,-1,-1,"[('Watch CAT', 'ORG'), ('87', 'DATE'), ('86.40', 'CARDINAL')]"
"Consumer Inflation Likely Fell To Four-Month Low In March: Poll
https://t.co/VEzKWZInDZ",-1,-1,"[('Four-Month', 'DATE'), ('March', 'DATE'), ('https://t.co/VEzKWZInDZ', 'ORG')]"
"Stalking. ising channel on FI. If a pullback happens to 25.8, must be bought with a 25.45 stop  ",1,1,"[('ising channel', 'ORG'), ('25.8', 'CARDINAL'), ('25.45', 'CARDINAL')]"
Failing on a 30-minute AAP #Apple NDX QQQ fake-out on daily  ,-1,1,"[('30-minute', 'TIME'), ('AAP', 'ORG'), ('Apple', 'ORG'), ('NDX', 'ORG'), ('daily', 'DATE')]"
"user jmixer INO since Jan 7 it is a green weekly that is why I closed my long at 0.67, my broker doesn't has share to borrow me,....",-1,-1,"[('jmixer INO', 'PERSON'), ('Jan 7', 'DATE'), ('weekly', 'DATE')]"
GOOG Seems there is more downside pressure to come. More picks at   ,-1,-1,"[('GOOG', 'ORG')]"
AAP (65mims) bear flags at work (i watch the volume to confirm those)  ,-1,1,"[('AAP', 'ORG')]"
user: user I went long on MSFT for this week. I'm still bearish on MSFT but we're in bull market. I'll close out this week,-1,-1,"[('this week', 'DATE'), ('this week', 'DATE')]"
"Sensex Rises Over 400 Points, Nifty Touches 9,400 Amid Volatile Trade
https://t.co/VowCyqThcx",1,-1,
"WIFI long 6.07, from the bottom, volume higher each of last 3 days following hammer on 03/05  ",1,1,"[('6.07', 'CARDINAL'), ('last 3 days', 'DATE'), ('03/05', 'CARDINAL')]"
"CS, KOS positive.... nice reversal in KOS",1,-1,"[('KOS', 'ORG'), ('KOS', 'ORG')]"
AAP This possibility exists   ,1,-1,"[('AAP', 'ORG')]"
"V so far found support on the ceiling of the old channel, will look good if it holds above it  ",1,1,[]
SWHC will continue to accumulate more mar 9 calls on any pull back below 8.10,1,-1,"[('SWHC', 'ORG'), ('mar 9', 'DATE'), ('8.10', 'PRODUCT')]"
user: SSYS  EACHED SI 80%  Crash is near,-1,1,"[('SSYS', 'ORG'), ('EACHED SI', 'ORG'), ('80%', 'PERCENT')]"
AAP - there is no heavy volume to take this higher. Most likely it will continue to break support  ,-1,-1,[]
"While the new $350 billion Paycheck Protection Program is aimed at businesses with 500 or fewer employees, big restâ€¦ https://t.co/F3O0m3u3J8",-1,-1,"[('$350 billion', 'MONEY'), ('Paycheck Protection Program', 'ORG'), ('500', 'CARDINAL')]"
Our software stopped us out of NSPH today for a 5% loss on the trade.  Still hanging on tight with HA -  ,-1,-1,"[('NSPH', 'PERSON'), ('today', 'DATE'), ('5%', 'PERCENT')]"
ANF weekly kumo. Note Volume and MACD trying to turn down   ,-1,-1,"[('ANF', 'ORG'), ('weekly', 'DATE')]"
AAP holding all of my current positions over the weekend   ,-1,-1,"[('AAP', 'ORG'), ('the weekend', 'DATE')]"
AAP Still long.  Bulls in charge today.,1,1,"[('AAP', 'ORG'), ('Bulls', 'ORG'), ('today', 'DATE')]"
AMK breaking below yest's lows & below prior infliction pt low. Illiquid stock  ,-1,-1,"[('AMK', 'PRODUCT')]"
AAP 435 retest and now probably 420,-1,-1,"[('AAP 435', 'PRODUCT'), ('420', 'CARDINAL')]"
GEVO Pullback on very low volume. All dips should be bought with a stop 1.75.Watch for next leg up  ,1,1,"[('GEVO Pullback', 'ORG')]"
"Green Weekly Triangle on MNK,....Open ong position at 3.17,...Opening both ong and Short   ",1,1,"[('Green Weekly Triangle', 'ORG'), ('MNK,', 'CARDINAL'), ('ong', 'NORP')]"
"user: AAP lets go 425,  (sorry longs, im long also)// r iht 425 annd IF consolidate for 3-5 Week After Bullish",-1,-1,"[('AAP', 'ORG'), ('425', 'CARDINAL'), ('425', 'CARDINAL'), ('annd', 'ORG'), ('3-5 Week', 'DATE')]"
ZION Cup & Handle pattern. The stock would confirm the pattern by breaking up through the 22.8  ,1,1,"[('ZION Cup & Handle', 'ORG'), ('22.8', 'CARDINAL')]"
VS inverted head and shoulder play out well. Wasn't able to catch the entry. Eyes on it  ,1,1,"[('VS', 'PRODUCT')]"
NFX Breaking down the neckline w heavy selling volume accompanied by bearish technical indications  ,-1,-1,[]
F a close over 13.21 on volume (likely) would be,1,1,"[('13.21', 'CARDINAL')]"
"ed Weekly Triangle on HEK Closed at 4.30,....Net Profit  15,137.50 (5.30%)   ",-1,-1,"[('Weekly Triangle', 'ORG'), ('5.30%', 'PERCENT')]"
Heard on the Street: Consumers are craving some delivery options more than others amid the pandemic. https://t.co/7ysA9tMcq0,-1,1,[]
Short 828.30 GOOG 350 shares,-1,-1,"[('828.30', 'CARDINAL'), ('GOOG 350', 'PRODUCT')]"
The new federal loans and a program available for bonds issued by companies that recently lost their investment-graâ€¦ https://t.co/buu9r5cr58,1,-1,[]
"Green Monthly Triangle on ISIS,....Scaling Down  ",-1,-1,"[('Green Monthly Triangle', 'ORG')]"
user Time and time again revenues slow down for hot stocks like lulu and they bend over to hide the real cause.,-1,1,"[('Time', 'ORG'), ('lulu', 'GPE')]"
"FAZ about to Explode, Get eady, BAC just broke under the 50 day!",-1,-1,"[('FAZ', 'ORG'), ('the 50 day', 'DATE')]"
MCP so much for my 7 puts... at least I have common stock! SC here we come!!! ,1,1,"[('MCP', 'ORG'), ('7', 'CARDINAL')]"
ZNGA 3.22 better be holding!!!,1,1,"[('ZNGA', 'PERSON')]"
"#13for2013 INVN still the leading gainer - shed 5% this week, profit taking in overbought market   ",1,1,"[('13for2013', 'MONEY'), ('INVN', 'ORG'), ('5%', 'PERCENT'), ('this week', 'DATE')]"
user: ong in NG after beating 25.16. Stop loss in 25.09.,1,1,"[('NG', 'GPE'), ('25.16', 'CARDINAL'), ('25.09', 'CARDINAL')]"
user: H broke support today and may drop out of the channel tomorrow... if it does watch out. Posted 1/23. Next 5.25 then 5.00,-1,-1,"[('today', 'DATE'), ('tomorrow', 'DATE'), ('1/23', 'CARDINAL'), ('5.25', 'PRODUCT'), ('5.00', 'CARDINAL')]"
QCO  Is this running up into the close? Wonder if that is a Positive indicator. I still have not bought enough. Please come down a little.,1,1,"[('QCO', 'ORG')]"
"This been good to us since Feb DECK now waking up again, your on #DECK #DECKES  ",1,1,"[('DECKES', 'ORG')]"
V total animal #VISA AXP MA who needs cash? #deleverage deleveraging! XF  ,1,1,"[('VISA AXP MA', 'ORG')]"
OVTI If it clears the 16.03 resist the move may be powerful.Breakout candidate! nder accumulation  ,1,1,"[('16.03', 'CARDINAL')]"
AAP I told you before the after market :),-1,-1,"[('AAP', 'ORG')]"
"Weak Listing For SBI Cards; Shares Fall 12% At Debut
https://t.co/2P4SEFqZI3",-1,-1,
INVN reports next week & is 3rd with a 13.5% gain this year #13for2013 (watch cup w/ handle - wkly)  ,1,1,"[('INVN', 'ORG'), ('next week &', 'DATE'), ('3rd', 'DATE'), ('13.5%', 'PERCENT'), ('this year', 'DATE'), ('13for2013', 'MONEY')]"
AAP Nice 10M volume first hour.. good luck bears,1,1,"[('first hour', 'TIME')]"
"Yes Bank Stock Set To Close Higher For Fourth Straight Session
https://t.co/g68PdWs9PN",1,1,
NKD following FB lead. un to 122-124 before more resistance? user  ,1,-1,"[('NKD', 'ORG'), ('FB', 'ORG'), ('un', 'ORG'), ('122', 'CARDINAL')]"
MSFT Waiting for break out of bull flag+horizontal channel   ,1,1,[]
NG bearish action today looking like a top as nat gas jumps.,-1,-1,"[('NG', 'ORG'), ('today', 'DATE'), ('nat', 'ORG')]"
"So much topping action here. Shorting KEY at 8.90, Shorting CAT here at 95 with a stop at 95.6. ike these trades A OT.",-1,-1,"[('8.90', 'CARDINAL'), ('CAT', 'ORG'), ('95', 'CARDINAL'), ('95.6', 'CARDINAL')]"
MGM - already at average volume for the day and trying to get separation from resistance  ,1,1,"[('MGM', 'ORG'), ('the day', 'DATE')]"
Would play it wait and see before adding more SPW:  but adding more SCTY on dips:  ,1,1,"[('SPW', 'ORG')]"
sold my amzn stocks... better be flat ^^,-1,1,[]
AIG wins the awsuit then announces dividend reinstatement. :),1,1,"[('AIG', 'ORG'), ('awsuit', 'ORG')]"
"India's Services Activity Hits 5-Month Low Amid Coronavirus Crisis: Survey
https://t.co/Urv0Rj5eyv",-1,-1,"[('India', 'GPE'), ('5-Month', 'DATE')]"
"Gold Prices Subdued On Firm Dollar Ahead Of US Data Amid Coronavirus Crisis
https://t.co/lCyGzdnX4u",-1,-1,[]
HPQ user option guest on bloomberg tv just said buy march 18 calls too but also hedge by selling feb 17.50 calls other guests T,-1,-1,"[('HPQ', 'ORG'), ('bloomberg tv', 'ORG'), ('march 18', 'DATE'), ('feb 17.50', 'EVENT')]"
NKD looking like a good short. Failed to break price level resistance at 116 today.,-1,1,"[('NKD', 'ORG'), ('116 today', 'TIME')]"
user: PCS broke through more daily candle resistance!,1,-1,"[('daily', 'DATE')]"
AMK a bear flag to keep an eye on for anyone interested in a short  ,-1,-1,"[('AMK', 'ORG')]"
Trade Setup CF -  ,1,-1,[]
"Unemployment Rate Soars To 8.7%, Worst In 43 Months: Report
https://t.co/YkS0KF3qYU",-1,-1,"[('8.7%', 'PERCENT'), ('43 Months', 'DATE')]"
"Maruti Suzuki March Sales Plunge Nearly 50% Amid Coronavirus Outbreak
https://t.co/05lZQly97H",-1,-1,"[('Maruti Suzuki', 'ORG'), ('March', 'DATE'), ('Nearly 50%', 'PERCENT')]"
CTIC long - next one to pop out base 1.40 1.41 1.42 1.43 - get it!! - GAE hot too at new hod,1,1,"[('CTIC', 'ORG'), ('1.40', 'CARDINAL'), ('1.42', 'CARDINAL'), ('1.43', 'CARDINAL'), ('GAE', 'ORG'), ('hod', 'ORG')]"
user: GEVO the beginning of a new uptrend:  ,1,1,"[('GEVO', 'ORG')]"
AF daily kumo - ote: chikou circles (S/) and recent at kumo bottom. Flat kijun.    ,-1,-1,"[('chikou', 'ORG'), ('S/', 'CARDINAL'), ('kumo', 'PRODUCT')]"
If AMZN takes out yesterdays lows ONG better be careful.,-1,-1,"[('AMZN', 'ORG'), ('ONG', 'ORG')]"
user I follow up closely my scaling plan and I am in every level without any dough CSN,1,1,"[('CSN', 'ORG')]"
"For those that believe GM still leads mrkt tops, recent action is not positive DIA SPY DJI SPX  ",-1,1,"[('GM', 'ORG'), ('DIA', 'ORG'), ('DJI SPX', 'ORG')]"
"While bank shares stumbled, the rest of the stock market took off today. Dow up 2.4%, Nasdaq up 4%: https://t.co/crzdvYix6F",-1,1,"[('today', 'DATE'), ('2.4%', 'PERCENT'), ('Nasdaq', 'ORG'), ('4%', 'PERCENT'), ('https://t.co/crzdvYix6F', 'ORG')]"
JNP - added to long,1,1,"[('JNP', 'ORG')]"
adding more weight to MTG sorry folks u had ur fun. Hammer down time. Holding over night Have plenty of cushion from 5.89 short,-1,-1,"[('MTG', 'ORG'), ('ur fun', 'PERSON'), ('5.89', 'CARDINAL')]"
WOW! WFM. Bearish past 86.72,-1,-1,"[('WOW', 'ORG'), ('WFM', 'ORG'), ('86.72', 'CARDINAL')]"
"user: IMM I love to short, They are just revealing a phone (that everyone has seen it does not make you younger) think ip5 aapl",-1,-1,[]
CSCO MSH! MSH! MSH!! 21.00 c'mon mon..,1,1,"[('CSCO', 'ORG'), ('MSH', 'ORG'), ('21.00', 'CARDINAL')]"
The Dow industrials just wrapped up their sixth worst quarter on record. The second quarter didn't start much betteâ€¦ https://t.co/6sdYhPCjHi,-1,-1,"[('Dow', 'ORG'), ('sixth worst quarter', 'DATE'), ('The second quarter', 'DATE')]"
MS ready to crack. All technicals read bearish. Holding long Apr 22 puts.  ,-1,-1,"[('Apr 22', 'DATE')]"
  The rodeo clown sent BK screaming into the SI weekly red zone...time to peel away before it turns...,-1,-1,"[('BK', 'ORG'), ('SI', 'ORG')]"
"Sensex ends 3,935 points lower, Nifty settles at 7,610 as markets take 13% hit after a day's breather amid coronavi… https://t.co/DZP6sUya4V",-1,-1,"[('3,935', 'CARDINAL'), ('7,610', 'CARDINAL'), ('13%', 'PERCENT'), ('day', 'DATE')]"
ADSK daily lined watching this one over 41.60 might continue   ,1,1,"[('ADSK', 'ORG'), ('daily', 'DATE'), ('one', 'CARDINAL'), ('41.60', 'DATE')]"
HPQ opens over 18 tomorrow!,1,1,"[('HPQ', 'ORG'), ('18 tomorrow', 'DATE')]"
"My Fox Business appearance yesterday.  Still bullish NFX, GMC, CST.   ",1,-1,"[('Fox Business', 'ORG'), ('yesterday', 'DATE'), ('NFX', 'ORG'), ('GMC', 'ORG')]"
user: AAP maybe just sit around 440 til opex looks like yesterdays channel,1,1,"[('opex', 'GPE')]"
BAC Vol. Fall on EOD.. Possibly  Small Sell-Off !,-1,1,"[('Fall', 'DATE'), ('EOD', 'ORG')]"
CEG Confirming the expectation below 98.50.  ikely to crack here.,-1,-1,"[('98.50', 'CARDINAL')]"
GNC is perking up despite general market weakness. One of the better risk/reward long setups (long),1,1,"[('GNC', 'ORG'), ('One', 'CARDINAL')]"
ODP Has dropped below 4 on high vol. #fallingknife,-1,-1,"[('ODP', 'ORG'), ('4', 'CARDINAL')]"
Great analysis of PNA  ,1,1,"[('PNA', 'ORG')]"
Investors want massive cuts to global oil supply as an initial measure to address the ballooning coronavirus crisis https://t.co/D3DmKTYKRM,-1,-1,[]
HPQ user option guest on bloomberg tv just said buy march 18 calls too but also hedge by selling feb 17.50 calls other guests T,-1,-1,"[('HPQ', 'ORG'), ('bloomberg tv', 'ORG'), ('march 18', 'DATE'), ('feb 17.50', 'EVENT')]"
G look for shorts to start unwinding their large positions,1,-1,[]
AN is at least gonna sink to 7.60.,-1,-1,"[('7.60', 'CARDINAL')]"
"If your mortgage is federally backed, lenders are supposed to allow forbearance for those experiencing a financialâ€¦ https://t.co/68EObPMqVO",1,1,"[('financialâ€', 'ORG')]"
Investors can survive a bear market the same way hikers survive an encounter with a bear: Remain calm and donâ€™t makâ€¦ https://t.co/RLOCicZeGg,1,1,"[('makâ€', 'ORG')]"
BAC Euro-zone GDP plunge stokes rate-cut expectations  ,-1,-1,"[('BAC Euro', 'PRODUCT')]"
"KKD Yummy, yummy, doughnuts. ong at 14.25",1,1,"[('KKD Yummy', 'ORG'), ('ong', 'ORG'), ('14.25', 'CARDINAL')]"
GS continues to make new highs -   ,1,1,"[('GS', 'ORG')]"
"I have no position in GMX, I just pointed out that under 3.98 it would be a nice short. With a 3.15 target.",-1,-1,"[('GMX', 'ORG'), ('3.98', 'CARDINAL'), ('3.15', 'CARDINAL')]"
"CMG While traveling through Kalamazoo, MI on Friday at 6:00, the place was empty. This is the growth hopes for the company. eshorted  325",-1,-1,"[('Kalamazoo', 'GPE'), ('MI', 'GPE'), ('Friday', 'DATE'), ('6:00', 'TIME'), ('325', 'CARDINAL')]"
"When Will Coronavirus-Hit Global Markets Heal? 12 Charts To Monitor
https://t.co/GbETRsgDa5",-1,1,"[('12', 'CARDINAL'), ('Charts To Monitor', 'ORG')]"
VNG - Huge  news from patent attorney Dan avicher  ,1,1,"[('Dan avicher  ', 'PERSON')]"
EVC Bought more today for the 4th time - going much higher - all the major funds in media plays will buy this one - target easy 3.00+,1,1,"[('EVC', 'PERSON'), ('today', 'DATE'), ('4th', 'ORDINAL'), ('one', 'CARDINAL'), ('3.00', 'CARDINAL')]"
"Rs 1 Lakh Crore Coronavirus Stimulus On Cards For Small Businesses: Report
https://t.co/ODzhWRt2Mm",-1,-1,"[('Rs 1 Lakh Crore', 'MONEY')]"
"US Consumer Prices Record Largest Drop In Five Years
https://t.co/SLzfbHMMFr",-1,-1,"[('US', 'GPE'), ('Five Years', 'DATE')]"
DE looking for a bounce,1,1,"[('DE', 'ORG')]"
FOS  bullish engulfing.,1,1,"[('FOS', 'ORG')]"
AAP I agree 450 pin Afternoon !,-1,-1,"[('AAP', 'ORG'), ('450', 'CARDINAL')]"
CVA Over 19.00  ,1,1,"[('CVA', 'ORG'), ('19.00', 'CARDINAL')]"
NFX SI is sloping lower/MACD is about to cross down.Negative Divergence on Daily.Distribution ?  ,-1,-1,"[('NFX SI', 'ORG'), ('Negative Divergence on Daily', 'ORG')]"
